pH,Turbidity,Chlorine,Dissolved Oxygen,Temperature,Potability
8.1,1.04,0.62,6.63,50,TRUE
8.23,4.56,0.91,6.7,0,TRUE
7.75,1.21,0.61,7.76,50,TRUE
7.35,2.57,0.96,6.52,0,TRUE
7.28,1.81,0.84,7.49,50,TRUE
7.58,1.99,0.82,7.75,50,TRUE
7.94,3.2,0.55,7.57,0,TRUE
7.4,3.7,0.68,7.34,50,TRUE
7.14,3.44,0.85,6.56,25,TRUE
8.02,2.74,0.81,7.8,0,TRUE
6.81,3.42,5.81,6.81,0,FALSE
7.83,1.3,0.78,7.42,50,TRUE
7.87,1.25,0.76,7.83,50,TRUE
8.23,1.89,0.69,6.99,0,TRUE
6.97,4.51,0.82,6.73,25,TRUE
7.26,4.93,0.91,6.65,25,TRUE
7.22,3.97,0.91,7.47,0,TRUE
7.64,4.12,0.67,7.89,0,TRUE
6.93,1.87,0.84,7.21,0,TRUE
6.16,3.25,0.67,7.88,25,TRUE
6.7,1.11,0.93,6.69,0,TRUE
7.12,1.33,0.97,7.07,0,TRUE
6.29,3.79,0.81,7.63,25,TRUE
6.79,4.92,0.71,18.83,50,FALSE
6.89,4.1,0.74,7.2,25,TRUE
7.23,2.74,0.53,6.94,50,TRUE
6.53,2.4,0.9,7.09,25,TRUE
7.31,2.5,0.71,7.21,50,TRUE
8.3,3.28,0.74,6.71,0,TRUE
7.38,2.84,0.8,6.96,25,TRUE
8.27,4.76,0.61,7.32,0,TRUE
7.4,2.69,0.81,6.59,25,TRUE
7.84,1.63,0.54,7.68,25,TRUE
8.66,4.38,0.76,6.85,50,TRUE
7.74,1.36,0.78,7.54,0,TRUE
7.35,2.89,0.69,7.29,50,TRUE
9.96,1.38,0.73,7.23,0,FALSE
8.76,3.68,0.79,7.08,50,TRUE
6.61,1.58,0.83,7.66,0,TRUE
7.75,1.7,0.82,7.1,25,TRUE
7.88,3.57,0.78,7.1,50,TRUE
6.88,4.04,0.99,7.28,0,TRUE
6.53,2.14,0.92,6.74,25,TRUE
7.47,2.73,0.59,7.15,0,TRUE
8.17,2.56,0.67,7.39,50,TRUE
6.7,3.11,0.87,6.55,0,TRUE
6.55,2.36,0.53,7.19,25,TRUE
6.27,4.46,0.82,7.22,25,TRUE
7.67,1.55,0.52,7.21,50,TRUE
6.7,3.06,0.93,7.81,0,FALSE
7.3,2.98,0.72,6.58,0,TRUE
7.24,1.88,0.67,7.45,25,TRUE
6.3,4.42,0.55,7.81,25,TRUE
7.85,2.35,0.82,6.66,50,TRUE
7.14,4.97,0.94,6.84,25,TRUE
8.36,1.58,0.95,7.94,50,TRUE
7.04,1.55,0.65,7.8,50,TRUE
8.24,2.52,0.52,7.53,0,TRUE
6.51,1.5,0.96,7.98,0,TRUE
7.54,1.98,0.72,6.82,0,TRUE
7.77,1.58,0.75,7.6,0,TRUE
7.42,3.2,0.67,7.28,0,TRUE
7.03,3.0,0.51,16.56,0,FALSE
7.05,4.46,0.65,6.79,0,TRUE
6.93,2.15,0.54,6.72,0,TRUE
7.45,4.17,0.89,7.22,0,TRUE
7.41,2.04,0.92,6.95,50,TRUE
8.95,1.33,0.99,7.13,50,TRUE
7.15,3.33,0.82,7.47,0,TRUE
6.74,4.56,0.56,7.77,25,TRUE
7.76,1.66,0.68,6.64,0,TRUE
6.54,4.74,0.85,7.2,0,TRUE
6.97,4.11,0.84,7.2,0,TRUE
8.11,3.7,0.94,6.74,0,TRUE
7.03,4.07,0.82,7.47,0,TRUE
7.86,3.63,0.75,16.01,25,FALSE
7.33,2.64,0.85,6.63,25,TRUE
6.59,4.34,0.73,7.98,0,TRUE
6.98,2.78,0.87,6.52,25,TRUE
7.05,2.81,0.9,7.48,50,TRUE
6.6,2.64,0.73,7.51,25,TRUE
6.77,4.05,0.74,7.78,0,TRUE
6.9,3.57,0.79,7.84,25,TRUE
7.86,3.97,0.68,6.61,50,TRUE
7.12,1.97,0.65,7.25,50,TRUE
7.47,4.79,0.65,7.59,25,TRUE
8.44,1.0,0.84,7.94,0,TRUE
7.52,1.71,0.68,6.81,0,TRUE
7.85,2.59,8.71,7.9,25,FALSE
7.85,4.27,0.79,7.11,25,TRUE
7.17,1.6,0.75,7.66,0,TRUE
6.73,2.07,0.56,6.71,25,TRUE
7.82,2.17,0.97,6.89,25,TRUE
7.3,3.07,0.54,7.99,0,TRUE
8.63,4.91,0.8,6.66,50,TRUE
8.38,2.14,0.68,7.41,50,TRUE
7.68,3.69,0.67,6.79,0,TRUE
8.6,4.15,0.98,7.14,50,TRUE
6.29,3.9,0.84,7.59,25,TRUE
6.62,1.97,0.56,7.5,25,TRUE
6.64,1.98,0.92,7.8,0,TRUE
6.94,11.31,0.63,7.48,50,FALSE
7.37,2.41,0.7,7.55,25,TRUE
7.59,2.7,0.73,7.56,0,TRUE
7.99,1.44,0.77,7.02,0,TRUE
8.73,2.75,0.6,6.94,50,TRUE
6.37,2.61,0.83,6.95,25,TRUE
7.49,2.52,0.55,7.6,50,TRUE
7.54,4.5,0.98,7.76,0,TRUE
7.01,3.32,0.7,7.93,50,TRUE
8.54,4.55,0.57,7.84,50,TRUE
6.4,4.53,0.86,6.93,25,TRUE
8.39,2.12,0.73,6.59,0,TRUE
6.28,1.97,0.61,6.68,25,TRUE
6.81,2.3,18.33,6.7,25,FALSE
8.83,2.4,0.72,7.85,50,TRUE
7.04,4.41,0.96,7.1,25,TRUE
6.65,2.33,0.56,6.72,25,TRUE
7.41,1.89,0.64,6.55,50,TRUE
7.53,3.42,0.77,6.8,50,TRUE
6.87,3.99,0.75,7.5,0,TRUE
6.33,4.72,0.56,6.98,25,TRUE
8.29,4.36,0.52,6.75,50,TRUE
7.58,4.01,0.71,7.1,25,TRUE
8.46,3.07,0.64,7.7,50,TRUE
6.83,2.24,0.64,6.9,0,TRUE
7.52,4.35,0.81,7.27,25,TRUE
6.96,10.71,0.87,7.61,0,FALSE
6.43,2.61,0.78,6.57,25,TRUE
7.13,2.96,0.59,7.54,25,TRUE
7.1,3.88,0.89,7.27,50,TRUE
7.76,1.77,0.68,7.56,25,TRUE
7.5,2.97,0.81,6.58,0,TRUE
7.83,4.32,0.77,6.69,0,TRUE
7.46,4.39,0.88,7.12,50,TRUE
7.08,4.72,0.9,6.62,0,TRUE
8.26,1.61,0.62,7.78,0,TRUE
7.79,3.64,0.67,7.91,0,TRUE
7.54,2.37,0.79,7.51,0,TRUE
7.66,1.77,0.94,7.9,0,TRUE
7.17,9.58,0.9,7.39,0,FALSE
8.47,3.42,0.74,6.57,0,TRUE
6.74,4.52,0.65,6.94,0,TRUE
7.96,4.75,0.55,6.55,25,TRUE
8.13,3.38,0.86,6.85,0,TRUE
7.48,4.3,0.91,7.12,0,TRUE
7.8,3.05,0.55,7.55,25,TRUE
6.73,2.38,0.63,7.0,25,TRUE
6.38,2.94,0.54,6.75,25,TRUE
7.8,3.0,0.81,7.98,0,TRUE
7.25,4.6,0.72,6.54,50,TRUE
6.83,4.54,0.7,6.78,0,TRUE
7.56,3.12,0.91,7.43,0,TRUE
7.43,11.07,0.57,7.84,0,FALSE
7.67,3.76,0.72,6.76,25,TRUE
6.45,1.27,0.76,7.78,25,TRUE
8.58,2.92,0.64,7.61,50,TRUE
7.69,4.95,0.88,7.35,0,TRUE
8.02,1.15,0.96,7.56,25,TRUE
7.48,3.4,0.99,6.73,0,TRUE
8.41,1.94,0.9,6.88,0,TRUE
7.35,4.38,0.55,6.84,50,TRUE
8.22,1.82,0.52,7.99,0,TRUE
6.85,1.2,0.96,6.56,0,TRUE
7.36,4.18,0.66,7.57,25,TRUE
8.84,3.29,0.79,6.86,50,TRUE
7.67,3.68,0.82,7.5,0,FALSE
7.42,4.12,0.91,7.06,0,TRUE
7.48,2.73,0.84,6.91,0,TRUE
7.06,4.74,0.62,7.6,0,TRUE
8.74,3.51,0.95,7.73,50,TRUE
8.1,1.77,0.59,7.88,50,TRUE
6.96,4.22,0.95,6.97,25,TRUE
7.68,4.09,0.67,7.7,50,TRUE
8.52,3.98,0.91,6.57,50,TRUE
6.15,2.21,0.76,6.85,25,TRUE
7.16,4.15,0.61,7.35,50,TRUE
7.3,3.3,0.73,7.48,25,TRUE
6.67,2.18,0.77,6.59,0,TRUE
7.0,4.67,0.78,7.13,0,FALSE
7.48,4.53,0.7,7.68,25,TRUE
7.28,1.03,0.92,7.08,25,TRUE
7.0,1.89,0.91,7.32,25,TRUE
7.11,2.23,0.99,7.72,0,TRUE
7.32,4.01,0.92,6.96,25,TRUE
6.52,1.28,0.76,6.83,0,TRUE
8.78,4.6,0.9,7.84,50,TRUE
6.47,4.65,0.89,6.61,25,TRUE
8.36,4.6,0.83,7.84,0,TRUE
7.73,4.0,0.76,7.0,25,TRUE
8.43,1.27,0.99,6.92,0,TRUE
6.85,2.63,0.63,7.56,25,TRUE
7.87,4.29,14.51,6.54,25,FALSE
6.45,2.05,0.66,6.66,25,TRUE
7.95,3.99,0.89,6.81,50,TRUE
7.48,4.5,0.92,6.84,25,TRUE
8.23,1.02,0.92,7.58,50,TRUE
7.26,3.36,0.89,7.73,0,TRUE
7.59,3.59,0.57,7.21,50,TRUE
7.93,4.16,0.98,6.84,0,TRUE
6.82,2.58,0.61,7.61,0,TRUE
6.67,1.79,0.6,6.62,0,TRUE
6.55,4.64,0.51,6.93,25,TRUE
7.78,1.77,0.89,7.18,25,TRUE
8.31,4.14,0.53,6.63,50,TRUE
7.23,2.51,0.63,7.08,25,FALSE
7.94,2.62,0.52,7.93,25,TRUE
7.38,4.36,0.96,6.72,25,TRUE
7.86,1.19,0.8,7.93,50,TRUE
7.74,3.24,0.53,7.83,25,TRUE
7.24,4.25,0.57,7.4,50,TRUE
7.67,2.48,0.52,7.82,0,TRUE
6.69,4.6,0.82,6.51,0,TRUE
7.07,1.31,0.71,7.71,25,TRUE
7.07,3.89,0.73,7.22,0,TRUE
7.56,2.1,0.72,6.58,50,TRUE
7.93,4.67,0.82,6.65,50,TRUE
7.96,2.49,0.8,6.92,25,TRUE
7.49,19.03,0.68,7.81,0,FALSE
6.98,2.5,0.98,6.68,0,TRUE
6.35,3.03,0.83,7.88,25,TRUE
6.59,2.01,0.99,7.92,25,TRUE
7.52,2.56,0.78,6.8,0,TRUE
8.06,4.18,0.71,7.08,50,TRUE
7.99,3.56,0.73,7.72,50,TRUE
8.28,4.42,0.94,6.76,0,TRUE
6.81,3.14,0.53,7.52,0,TRUE
6.22,4.96,0.9,6.91,25,TRUE
8.46,4.45,0.85,7.51,0,TRUE
6.82,4.67,0.78,7.34,0,TRUE
8.38,3.98,0.56,6.93,0,TRUE
7.37,4.9,9.72,6.54,50,FALSE
6.72,3.47,0.65,7.28,0,TRUE
8.11,2.6,0.71,7.73,0,TRUE
7.76,3.83,0.74,7.62,25,TRUE
7.86,4.48,0.56,6.88,25,TRUE
7.4,4.46,0.99,7.04,0,TRUE
8.37,4.98,0.74,7.89,50,TRUE
8.1,3.22,0.5,7.27,0,TRUE
8.64,2.63,0.86,7.42,50,TRUE
7.76,1.85,0.66,7.9,50,TRUE
7.49,3.47,0.62,7.59,0,TRUE
8.5,3.81,0.56,7.98,50,TRUE
7.18,1.42,0.77,7.33,25,TRUE
11.68,1.59,0.83,7.62,25,FALSE
6.76,1.32,0.79,6.97,0,TRUE
8.28,1.93,0.86,7.31,0,TRUE
7.33,2.32,0.92,7.02,50,TRUE
6.56,2.9,0.72,6.85,0,TRUE
8.02,2.19,0.6,7.8,50,TRUE
7.65,1.04,0.66,7.76,50,TRUE
7.71,3.54,0.89,7.54,0,TRUE
7.04,1.35,0.78,6.91,25,TRUE
7.97,1.62,0.89,7.9,0,TRUE
8.94,1.5,0.88,7.36,50,TRUE
7.24,4.97,0.56,6.86,25,TRUE
8.88,1.97,0.92,6.55,50,TRUE
6.77,3.15,1.0,18.22,50,FALSE
8.37,3.3,0.72,7.77,0,TRUE
8.15,3.16,0.89,7.49,50,TRUE
8.32,1.82,0.54,7.7,0,TRUE
6.56,2.54,0.75,7.53,25,TRUE
8.27,4.9,0.71,6.6,0,TRUE
7.4,1.31,0.91,6.72,0,TRUE
6.69,4.14,0.63,7.24,0,TRUE
7.85,3.74,0.84,7.8,25,TRUE
7.68,1.44,0.98,6.85,50,TRUE
6.64,1.96,0.91,7.0,0,TRUE
7.59,4.33,0.72,7.31,0,TRUE
8.48,4.07,0.7,7.8,0,TRUE
6.65,2.33,0.8,12.91,0,FALSE
6.9,3.41,0.99,6.9,0,TRUE
7.91,1.89,0.95,7.29,50,TRUE
6.79,3.57,0.72,7.56,25,TRUE
7.09,4.99,0.87,7.49,25,TRUE
6.83,1.95,1.0,7.42,0,TRUE
7.69,1.07,0.54,7.55,0,TRUE
6.16,1.08,0.74,7.01,25,TRUE
6.81,2.75,0.7,7.53,0,TRUE
8.35,3.86,0.77,7.0,50,TRUE
7.47,4.21,0.89,7.98,25,TRUE
6.62,3.32,0.66,7.67,0,TRUE
7.0,1.41,0.98,7.19,50,TRUE
6.76,2.84,13.48,6.64,50,FALSE
7.56,3.45,0.71,7.77,50,TRUE
8.73,2.55,0.91,7.21,50,TRUE
7.02,3.66,0.97,7.13,0,TRUE
7.23,2.79,0.74,7.14,0,TRUE
8.62,2.57,0.83,6.84,50,TRUE
7.94,4.3,0.9,7.83,25,TRUE
7.25,4.27,0.62,7.97,0,TRUE
7.18,3.97,0.91,7.05,50,TRUE
6.2,2.07,0.62,7.08,25,TRUE
7.07,2.74,0.57,7.47,50,TRUE
7.39,2.59,0.86,6.96,50,TRUE
7.39,2.93,0.52,7.2,0,TRUE
7.63,1.3,9.2,6.95,0,FALSE
6.96,4.69,0.52,6.59,25,TRUE
7.01,2.21,0.96,7.72,0,TRUE
7.21,2.08,0.84,6.74,25,TRUE
8.07,2.69,0.73,7.28,0,TRUE
8.85,1.38,0.85,6.63,50,TRUE
7.73,4.12,0.84,7.2,0,TRUE
7.15,4.27,0.99,7.9,25,TRUE
8.08,3.53,0.94,7.58,25,TRUE
8.35,4.57,0.59,6.66,0,TRUE
7.21,3.75,0.62,7.5,50,TRUE
8.38,2.69,0.84,7.16,0,TRUE
6.99,3.5,0.68,7.22,50,TRUE
7.55,3.81,0.79,10.96,0,FALSE
7.73,1.45,0.87,6.95,25,TRUE
7.56,1.92,0.8,7.59,25,TRUE
7.56,3.15,0.83,7.97,25,TRUE
8.4,1.19,0.63,6.92,50,TRUE
7.11,3.16,0.58,7.33,0,TRUE
6.49,1.06,0.59,7.62,25,TRUE
6.48,2.02,0.79,7.36,25,TRUE
7.59,4.98,0.59,6.76,0,TRUE
7.75,2.31,0.78,6.82,25,TRUE
6.47,1.46,0.72,7.13,25,TRUE
7.56,3.96,0.67,7.43,50,TRUE
7.94,4.23,0.9,7.09,25,TRUE
7.16,4.17,0.73,6.96,50,FALSE
7.72,1.04,0.56,7.74,25,TRUE
7.33,2.03,0.85,7.4,25,TRUE
6.47,3.71,0.88,6.84,25,TRUE
8.11,2.09,0.74,7.55,50,TRUE
6.86,2.32,0.68,7.2,25,TRUE
8.16,4.64,0.99,7.82,0,TRUE
7.37,3.32,0.84,6.61,50,TRUE
8.69,3.36,0.65,7.4,50,TRUE
8.24,1.34,0.59,7.04,50,TRUE
6.54,3.7,0.92,7.69,0,TRUE
8.11,1.62,0.7,6.79,50,TRUE
6.98,4.38,0.59,6.94,25,TRUE
6.61,19.47,0.71,7.64,50,FALSE
7.89,3.93,0.64,7.6,25,TRUE
8.45,3.07,0.67,7.79,0,TRUE
8.51,3.57,0.85,7.22,50,TRUE
7.9,4.21,0.78,7.32,0,TRUE
7.77,3.43,0.78,6.52,50,TRUE
7.23,1.63,0.77,6.91,50,TRUE
7.42,1.52,0.51,7.5,0,TRUE
8.23,1.35,0.84,7.17,50,TRUE
7.56,3.33,0.63,7.65,25,TRUE
8.6,4.84,0.84,6.68,50,TRUE
6.59,4.43,0.65,7.09,0,TRUE
7.46,2.83,0.63,7.47,0,TRUE
7.96,2.78,17.48,6.61,25,FALSE
7.92,2.67,0.56,7.58,25,TRUE
7.9,1.95,0.62,6.74,50,TRUE
6.89,4.6,0.84,7.72,0,TRUE
7.12,3.08,0.76,6.68,50,TRUE
7.58,2.71,0.94,7.25,50,TRUE
7.55,4.9,0.82,7.89,50,TRUE
7.95,2.32,0.85,7.34,0,TRUE
7.11,1.59,0.75,7.56,25,TRUE
8.36,1.75,0.92,7.69,0,TRUE
6.61,2.77,0.54,6.52,25,TRUE
6.86,3.81,0.54,7.39,0,TRUE
8.29,3.84,0.59,6.62,0,TRUE
7.27,17.34,0.59,7.61,50,FALSE
6.58,1.18,0.91,7.42,25,TRUE
7.32,3.95,0.72,7.82,25,TRUE
6.87,3.67,0.89,7.21,0,TRUE
7.5,4.74,0.55,7.53,25,TRUE
6.11,1.76,0.9,7.65,25,TRUE
7.13,1.95,0.57,6.8,25,TRUE
7.55,3.6,0.97,7.66,0,TRUE
7.38,3.92,0.75,7.18,25,TRUE
6.66,1.12,0.6,6.79,0,TRUE
7.6,4.33,0.51,7.81,0,TRUE
8.45,4.32,0.9,7.53,50,TRUE
8.77,3.76,0.61,7.34,50,TRUE
7.46,1.6,19.77,7.71,25,FALSE
7.47,4.0,0.5,7.92,25,TRUE
8.23,3.71,0.61,7.41,50,TRUE
7.03,3.97,0.82,7.33,0,TRUE
7.38,2.18,0.81,7.6,25,TRUE
8.09,2.64,0.82,6.53,25,TRUE
7.66,4.99,0.95,7.6,50,TRUE
8.21,3.26,0.74,7.61,0,TRUE
6.79,4.01,0.72,7.97,25,TRUE
8.08,4.59,0.72,7.53,0,TRUE
7.46,1.28,0.67,7.4,0,TRUE
6.42,1.04,0.83,6.57,25,TRUE
7.59,3.69,0.99,6.79,25,TRUE
6.81,2.21,16.33,7.77,50,FALSE
8.13,2.36,0.65,7.53,50,TRUE
7.27,2.78,0.78,7.47,50,TRUE
7.94,2.87,0.64,7.36,50,TRUE
8.43,2.67,0.61,7.25,50,TRUE
7.94,1.56,0.84,7.73,0,TRUE
7.5,3.2,0.99,7.99,50,TRUE
8.08,3.9,0.61,7.13,50,TRUE
7.63,1.43,0.54,7.2,25,TRUE
7.4,2.23,0.98,7.32,25,TRUE
7.64,2.71,0.99,7.71,0,TRUE
7.4,2.41,0.8,6.51,0,TRUE
7.71,1.62,0.8,6.77,25,TRUE
7.55,7.06,0.63,6.55,0,FALSE
7.28,3.0,0.89,6.87,50,TRUE
6.68,3.21,0.74,7.68,25,TRUE
8.16,4.61,0.54,6.87,0,TRUE
6.54,4.1,0.68,7.46,25,TRUE
7.9,4.99,0.71,6.62,0,TRUE
7.11,1.56,0.99,7.87,25,TRUE
7.75,1.21,0.58,6.94,25,TRUE
8.36,1.27,0.83,7.42,50,TRUE
7.8,4.52,0.72,7.48,0,TRUE
8.28,3.99,0.61,7.46,0,TRUE
6.94,4.93,0.96,7.57,25,TRUE
8.39,3.39,0.83,7.37,50,TRUE
6.68,1.65,13.0,7.07,50,FALSE
7.22,3.75,0.91,7.93,50,TRUE
6.62,4.15,0.92,7.42,0,TRUE
6.4,2.52,0.78,7.04,25,TRUE
7.23,1.14,0.7,6.62,25,TRUE
7.05,2.15,0.88,7.66,25,TRUE
7.01,4.39,0.52,7.02,0,TRUE
7.54,4.92,0.54,7.25,25,TRUE
7.01,2.62,0.77,6.63,25,TRUE
8.61,4.58,0.72,7.25,50,TRUE
7.59,2.72,0.57,7.2,50,TRUE
6.43,2.95,0.52,7.94,25,TRUE
7.77,4.03,0.75,7.62,25,TRUE
7.63,4.98,19.78,7.49,0,FALSE
7.55,4.63,0.57,6.88,25,TRUE
7.24,3.25,0.9,7.9,0,TRUE
7.49,4.88,0.73,6.8,25,TRUE
7.61,4.4,0.98,7.56,50,TRUE
6.71,3.67,0.55,7.13,25,TRUE
7.99,1.42,0.64,7.2,0,TRUE
6.6,3.31,0.58,7.75,0,TRUE
6.99,4.94,0.81,6.64,50,TRUE
7.49,2.75,0.83,6.54,50,TRUE
6.92,2.52,0.74,6.72,25,TRUE
8.48,1.18,0.83,7.54,50,TRUE
8.01,1.5,0.81,7.21,0,TRUE
6.8,2.67,14.96,7.84,50,FALSE
6.9,3.92,0.58,7.01,25,TRUE
7.48,4.07,0.54,6.84,0,TRUE
7.98,2.86,0.9,7.85,25,TRUE
7.49,2.0,0.61,6.64,50,TRUE
6.58,2.79,0.93,7.89,25,TRUE
8.58,2.28,0.91,7.81,50,TRUE
8.85,3.93,0.66,7.24,50,TRUE
6.67,3.82,1.0,6.91,25,TRUE
8.42,2.09,0.68,6.96,0,TRUE
8.43,2.96,0.57,7.03,0,TRUE
7.09,3.24,0.62,6.74,25,TRUE
8.09,3.04,0.51,7.81,50,TRUE
7.98,1.61,0.64,13.69,0,FALSE
8.02,2.74,0.72,7.71,0,TRUE
7.52,1.32,0.59,6.63,50,TRUE
7.26,4.57,0.96,7.02,0,TRUE
8.04,5.0,0.98,6.7,0,TRUE
7.76,2.64,0.53,7.83,0,TRUE
6.7,3.63,0.74,7.6,25,TRUE
7.47,4.99,0.56,6.67,25,TRUE
8.78,2.79,0.54,7.75,50,TRUE
6.41,4.1,0.63,7.46,25,TRUE
8.18,1.16,0.66,7.14,50,TRUE
7.18,4.61,0.89,7.71,50,TRUE
7.25,4.33,0.8,6.67,50,TRUE
7.95,4.42,0.93,18.88,25,FALSE
7.41,4.31,0.88,6.65,0,TRUE
8.29,2.66,0.92,7.31,0,TRUE
6.56,3.43,0.62,6.98,25,TRUE
8.46,1.48,0.91,6.81,50,TRUE
6.79,2.95,0.7,7.92,25,TRUE
6.57,1.41,0.7,6.68,25,TRUE
7.99,1.41,0.63,7.37,25,TRUE
8.19,4.05,0.6,7.52,0,TRUE
6.97,3.45,0.84,7.01,25,TRUE
8.64,3.99,0.86,6.9,50,TRUE
8.36,2.89,0.57,6.56,0,TRUE
7.32,4.35,0.96,6.6,25,TRUE
7.26,2.69,0.85,19.73,50,FALSE
7.53,3.32,0.97,7.19,25,TRUE
7.62,3.23,0.76,6.51,50,TRUE
6.83,2.88,0.68,6.64,25,TRUE
7.75,1.89,0.53,7.02,50,TRUE
7.88,3.41,0.67,6.55,50,TRUE
8.58,1.58,0.59,7.13,50,TRUE
7.74,3.51,0.85,7.2,50,TRUE
7.24,1.84,0.95,6.89,0,TRUE
6.99,1.52,0.89,7.42,25,TRUE
7.32,4.41,0.89,6.92,50,TRUE
8.43,4.11,0.65,7.72,50,TRUE
7.67,4.76,0.64,6.59,50,TRUE
7.89,10.95,0.97,7.74,25,FALSE
7.98,1.89,0.88,6.61,0,TRUE
7.41,4.01,0.82,6.99,25,TRUE
8.19,2.2,0.57,7.01,50,TRUE
7.61,2.59,0.68,6.52,50,TRUE
6.53,3.43,0.78,6.84,0,TRUE
7.23,1.37,0.91,7.21,0,TRUE
7.61,4.54,0.64,7.89,50,TRUE
7.97,2.3,0.68,7.43,0,TRUE
6.27,4.54,0.59,7.75,25,TRUE
7.5,2.84,0.79,6.92,0,TRUE
6.91,3.92,0.95,7.91,0,TRUE
7.24,1.93,0.5,6.76,50,TRUE
7.51,4.01,0.56,12.47,50,FALSE
7.63,4.0,0.67,7.21,25,TRUE
7.45,1.38,0.85,6.8,50,TRUE
8.25,3.28,0.85,7.66,50,TRUE
6.77,1.02,0.85,6.64,0,TRUE
7.27,4.69,0.54,6.61,50,TRUE
6.9,3.14,0.68,6.5,0,TRUE
7.29,1.09,0.76,6.79,50,TRUE
7.94,3.51,0.68,6.55,25,TRUE
6.27,2.65,0.63,7.98,25,TRUE
8.19,1.79,0.86,7.24,0,TRUE
8.12,3.99,0.53,6.78,50,TRUE
7.51,1.96,0.94,6.98,50,TRUE
6.86,3.62,14.92,6.59,25,FALSE
7.21,2.29,0.66,6.88,25,TRUE
8.4,4.5,0.96,7.52,50,TRUE
7.97,1.39,0.95,7.78,0,TRUE
8.91,2.13,0.57,7.4,50,TRUE
7.02,1.66,0.92,7.77,0,TRUE
8.34,1.1,0.53,6.52,0,TRUE
6.51,3.33,0.53,7.3,25,TRUE
7.87,1.75,0.83,6.91,0,TRUE
7.07,4.17,0.99,7.69,0,TRUE
6.62,2.62,0.69,6.82,0,TRUE
8.91,1.49,0.86,6.54,50,TRUE
8.46,4.09,0.88,7.26,0,TRUE
7.56,4.29,0.51,7.5,50,FALSE
8.25,1.65,0.93,7.51,50,TRUE
6.55,2.38,0.64,6.68,25,TRUE
7.11,2.4,0.78,6.62,50,TRUE
7.76,2.59,0.92,7.83,25,TRUE
6.9,2.65,0.85,7.06,0,TRUE
8.29,2.97,0.68,7.76,50,TRUE
8.88,3.26,0.78,7.25,50,TRUE
8.15,3.63,0.51,6.8,50,TRUE
7.25,3.51,0.94,7.39,50,TRUE
8.4,2.46,0.94,7.63,0,TRUE
8.34,2.33,0.99,7.51,0,TRUE
7.94,4.28,0.66,6.56,0,TRUE
9.9,3.75,0.75,7.06,0,FALSE
7.52,4.84,0.96,6.86,0,TRUE
7.55,4.26,0.6,6.95,50,TRUE
7.87,1.41,0.76,6.96,25,TRUE
7.15,4.54,0.94,7.09,0,TRUE
6.59,4.77,0.64,7.5,0,TRUE
7.09,3.95,0.66,6.79,0,TRUE
7.64,2.89,0.68,6.76,25,TRUE
7.5,2.2,0.72,6.68,50,TRUE
7.56,2.15,0.63,6.57,25,TRUE
6.34,3.56,0.62,7.97,25,TRUE
8.68,4.97,0.98,6.71,50,TRUE
8.33,3.74,0.9,7.07,50,TRUE
6.54,3.69,10.15,7.41,25,FALSE
7.9,4.86,0.64,7.92,25,TRUE
7.76,3.05,0.67,7.18,50,TRUE
7.14,1.55,0.68,6.99,50,TRUE
7.63,2.59,0.91,7.54,50,TRUE
8.28,3.44,0.6,7.94,50,TRUE
6.68,4.1,0.88,6.6,0,TRUE
6.78,3.31,0.88,6.74,25,TRUE
8.0,1.59,0.89,7.9,0,TRUE
7.6,1.42,0.86,7.27,0,TRUE
6.4,1.18,0.82,7.39,25,TRUE
8.85,1.54,0.9,7.4,50,TRUE
8.48,2.38,0.85,7.78,0,TRUE
7.14,3.92,16.12,7.2,0,FALSE
7.79,2.55,0.89,7.73,50,TRUE
7.49,3.11,0.92,7.64,25,TRUE
7.4,3.89,0.66,6.78,50,TRUE
8.12,3.29,0.94,6.94,50,TRUE
7.24,2.92,0.71,7.19,50,TRUE
7.88,1.03,0.84,7.86,25,TRUE
7.66,3.71,0.93,7.23,25,TRUE
7.34,4.04,0.75,6.87,25,TRUE
8.39,2.35,0.84,7.53,0,TRUE
6.92,4.0,0.9,7.19,25,TRUE
8.8,3.45,0.93,7.31,50,TRUE
6.81,1.11,0.53,7.1,25,TRUE
6.55,4.71,12.55,6.95,0,FALSE
8.27,4.18,0.68,7.26,0,TRUE
6.16,1.24,0.55,7.97,25,TRUE
6.23,3.15,0.6,7.08,25,TRUE
7.01,2.69,0.56,6.52,50,TRUE
7.06,1.22,0.63,6.96,0,TRUE
7.7,1.65,0.85,7.25,50,TRUE
8.77,1.58,0.7,7.76,50,TRUE
7.04,2.96,0.58,6.58,25,TRUE
7.95,3.89,0.8,6.57,50,TRUE
7.61,3.67,0.77,7.39,50,TRUE
6.93,1.77,0.67,7.78,25,TRUE
7.89,2.89,0.93,7.49,50,TRUE
7.89,4.61,0.88,9.62,25,FALSE
7.31,1.97,0.52,7.18,0,TRUE
7.99,4.28,0.65,7.58,50,TRUE
7.15,1.45,0.76,6.54,50,TRUE
6.7,4.77,0.88,7.87,25,TRUE
7.41,4.31,1.0,6.89,25,TRUE
7.17,3.29,0.6,6.85,25,TRUE
7.81,2.42,0.6,6.58,25,TRUE
6.29,2.58,0.82,7.24,25,TRUE
7.14,3.15,0.61,6.84,0,TRUE
7.11,1.55,0.76,7.05,25,TRUE
7.57,1.28,0.96,6.72,50,TRUE
